Column1,Class
  authentication for a replica set requires the primary be online,L2
  update lacking positional match creates bad document,L2
  Secondary not writing the replication data,L2
  slaveDelay Setting Causes Replica Ops to be Applied in Batches at approximately the slaveDelay Interval,L2
  Piping a String to SSL enabled mongos via openssl s_client causes a crash with no stack trace,L2
"  uncaught exception in auth_ro.js - ""findAndModifyFailed failed""",L2
  features1.js checkShardingIndex fails with 2.0 mongod 2.2 mongos,L2
  features2.js mr fails with 2.0 mongod 2.2 mongos,L2
  Value::coerceToString() for dates should use UTC rather than localtime,L2
  sync7.js moveprimary fails with mongod 2.0 mongos 2.2,L2
  Can't write to ANY collection in the MongoDB instance,L2
  multi_mongos2.js SCE thrown in 2.0 mongod/2.2 mongos test,L2
  shard3.js fails strangely in 2.0 mongod/2.2 mongos,L2
"  Valgrind reports ""Syscall param write(buf) points to uninitialised byte(s)"" on config servers",L2
  Dropping a database while the balancer is switched off will cause the database to reappear after the balancer returns,L2
  Relative path to pch.h not set,L2
  mongodumping oplog with timestamp query,L2
  GridFSï¼šmongod crashed when save file with many processes!,L2
  Sharding an existent collection is losing data,L2
  Determine correct ranges for priority in replicaSet configuration ,L2
  secondary will not emerge from RECOVERING state,L2
  assertion in repl5.js,L2
  Uneven distribution of request are being sent to one node if all nodes are over localThreshold,L2
  edit operation no longer shows syntax errors,L2
  32-bit Windows hits access violation running test.exe (Buildbot),L2
"  Syslog adds extra timestamp, sends to incorrect loglevel, should add process PID and log to console in case of errors in sending",L2
  Null pointer deref in ClientInfo::getLastError,L2
  memory owned by BSONObjExternalSorter may exceed _maxFilesize,L2
  32-bit Windows builds should set the linker option /LARGEADDRESSAWARE,L2
  The Windows version of the 'test' program needs an unhandled exception filter,L2
  The Windows version of mongos needs an unhandled exception filter,L2
  The 'test' program does not log messages in msgasserted(),L2
  cloneCollection should allow parsing a namespace,L2
  Range query with compound multikey index scans more objects than needed,L2
  Assertion: 10330: Element extends past end of object while restoring,L2
"  Duplicate error code 15927, thrown directly and massert-ed",L2
  B-tree scans are significantly slower in 2.2 vs. 2.0,L2
"  restrict database names only on Windows, for FAT32-invalid characters",L2
  Make oplog timeout shorter,L2
  mongodump errors out,L2
  bench_test4.js causing parallel test suite to fail,L2
  repl_monitor_stress.js failing,L2
  dbadmin.js failing,L2
  fileObj hashes not matching on insert in gridfs.js,L2
  perftest in /usr/bin/perftest,L2
  counts wrong in replreads.js on Nightly Linux RHEL 64,L2
  db.dropDatabase() on a sharded database causes only one shard to be cleared,L2
  Do not close all connections on replica set reconfig,L2
"  mongod won't start on Windows XP 32-bit: ""The procedure entry point InterlockedCompareExchange64 could not be located in the dynamic link library KERNEL32.dll.""",L2
  map reduce double free when dropping source collection during yield,L2
  cpu profiler doesn't work with embedded tcmalloc,L2
  Nightly Subscription build failing on SUSE,L2
  Assertion failure cursor.get() db/repl/../oplogreader.h 93,L2
  Random mongod Segmentation faults after getting Primary in Replica Set (mongo::BSONElement::toString),L2
"  DocumentSourceGroup does not properly serialize constant expressions, can cause a valid expression on mongos to be unparsable on shards.",L2
"  ExpressionNary (and others) do not properly serialize constant expressions, can cause a valid expression on mongos to be unparsable or incorrect on shards.",L2
  Unexpected shutdown,L2
  Windows Service: 'net stop mongodb' gives System error 109 has occurred. -- The pipe has been ended.,L2
  findandmodify incorrectly modifies/optimizes the query for the update operation,L2
  Mongos take 100 % cpu intermittently,L2
  printStackTrace does not work when running as a Windows Service,L2
"  $coerceToBool cannot be serialized, causes verify assertion when some optimized expressions are sent to shards",L2
  Document in the wrong shard. ,L2
  Auth issues with PyMongo 2.2.1 and MongoDB 2.2.0-rc1,L2
  Possible mongos memory leak,L2
  '[Balancer] Assertion: 13141:Chunk map pointed to incorrect chunk' error in the mongos log,L2
  2.2.0-rc1 stops responding to other requests with high-fault reads?,L2
  ExpressionCompare incorrectly optimizes reverse sense expressions to a comparison with the wrong inclusivity,L2
"  After upgrading from 2.0.6 to 2.0.7 , I can not see my dbs but still can use them",L2
  New Support for Positional Operator in Fields List Prevents Limited Inclusion of Fields in Selected Doc,L2
  aggregation $substr expression can output invalid UTF8,L2
  Do not enable ContinueOnError for all batch inserts,L2
  Create a getLastError version for bulk inserts or allow disabling ContinueOnError in sharded environment,L2
  splitVector doesn't filter additional index fields when shard key is prefix of index,L2
  prefix shard keys index bounds handling,L2
  memory leak on page fault exception in BtreeCursorImpl::init(),L2
"  ""db.ad.find()"" from ""map"" callback, when sharding for  collection is enabled",L2
  replset with keyFile affect the efficiency,L2
"  error message ""couldn't find a chunk which should be impossible""",L2
  Potential memory leak in ConnectionString::connect,L2
  jstests/sharding/read_pref.js fails sometimes,L2
  Sharding edge case upserts documents with multiple _id attributes,L2
  SECONDARY keeps crashing,L2
  Repl set seed list in shard config can become stale and never updated,L2
  Invalid BSONObj size error causing secondary optime freeze,L2
  SConstruct mixes tabs and spaces -- the tabs should be 8 spaces,L2
  query projection spec using 'true' instead of '1' prevents covered index query,L2
  potential out of bounds read in prefetchRecordPages(),L2
  Assertion: 13548:BufBuilder grow() > 64MB when trying to profile a huge document,L2
"  pipeline parser allows multiple pipeline stage fields in a stage spec object, uses the last one only instead of triggering a parse error",L2
  positional operator projection does not work with find and modify,L2
  sh.status() fails with decode failed. probably invalid utf-8 string [???],L2
  scoped connection not being return to the pool,L2
  mongodump raises BSONElement: bad type 117 error,L2
  distinct3.js test may leave an operation running after the test finishes; evalb does not restrict profiling query to operations the test itself generates,L2
  Do not replicate from hidden nodes,L2
  mongoexport gets Assertion: 10320:BSONElement: bad type -100 after shudown and recovery using journaling,L2
  mongorestore silently ignores documents with invalid field names starting with $,L2
  Shell tojson() shouldn't compact multiple adjacent spaces to one.,L2
"  RunOnAllShardsCommand() can receive an empty message, which currently causes an assertion failure",L2
  Server crashes if logRotate is issued and the file cannot be rotated,L2
  2.2.0 upgrade of secondary of replica set with --keyfile authentication produces authentication errors - cannot upgrade without downtime ,L2
  multiversion unit test erroneously reports success,L2
  db.serverStatus() reporting incorrect number of operations,L2
  Potential cursor timeout at reduce stage of map reduce,L2
"  replSet does not work when bind=""internal_ip""",L2
"  update allows upsert to ""modify"" _id",L2
  jstests/dur/closeall.js failing in Buildbot,L2
"  Replica set connection string (""rsName/host1,host2,..."") causes segfault in mongooplog",L2
  jstests/geo_borders.js fails verify in debug builds,L2
  forceing a server to be primary prevents secondary from taking over if the forced primary fails.,L2
  ReplicaSetMonitor should clean itself up (after stopping ReplicaSetMonitorWatcher) while program terminates,L2
"  In RunTime model, when disk full or disk damaged MongoD crashes",L2
  Secondary should take into account error status of node it chooses to sync from - not just ping time. ,L2
  Inserts and Map Reduce takes almost twice as long in sharding compared to v2.0,L2
  warning message occasionally logged incorrectly when a client cursor is exhausted,L2
  Ensure system.profile collection is capped,L2
  addTagRegion/addShardTag fail with 3 config server sharded clusters,L2
  db.createCollection creates undefined fields which cause mongorestore to fail,L2
  Can't call commitIfNeeded in DBDirectClient::call if not write-locked,L2
  DocumentSourceGroup::dispose() should free intermediate results,L2
  --use-system-all causes build to fail due to missing libs (patch included),L2
  Chunk::splitIfShould does not acquire the distributed balance lock when moving chunks,L2
  collection stats capped field value changed type,L2
  Build system produces incorrect debugsymbols archive,L2
  : -286331391 (0x01EEEEEE) first element: ^A: ?type=108,L2
  Mongodump badly exports some collection,L2
  test?,L2
"  C++ driver should use isMaster, not replSetGetStatus, to monitor health of a replica set",L2
  Need fast loadUnsafe() function in AtomicWord,L2
"  Get Error while reading  ""Database could not initialize cursor across all shards because : stale config detected for ns:""",L2
  MongoDB Crashes Server with Kernel Panic when Importing Data,L2
  Record::getPrev() does not handle empty extents properly,L2
